Genre,Publisher,Rating,Greatest_Sales
Sports,Take-Two Interactive,E,NA
Racing,Capcom,E,NA
Misc,Idea Factory,?,JP
Action,Stainless Games,M,NA
Sports,Acclaim Entertainment,E,NA
Shooter,Activision,E10+,NA
Strategy,Deep Silver,M,EU
Adventure,Rising Star Games,E,NA
Adventure,Creative Core,?,JP
Role-Playing,Namco Bandai Games,?,JP
Action,Namco Bandai Games,?,JP
Platform,Konami Digital Entertainment,E,NA
Role-Playing,Tecmo Koei,?,JP
Role-Playing,Nippon Ichi Software,?,JP
Shooter,Taito,?,JP
Fighting,Sony Computer Entertainment,?,JP
Misc,Konami Digital Entertainment,?,JP
Action,Namco Bandai Games,?,JP
Racing,Ubisoft,M,EU
Action,Namco Bandai Games,?,JP
Shooter,Electronic Arts,T,EU
Fighting,Banpresto,?,JP
Simulation,Tecmo Koei,T,EU
Shooter,Capcom,E,JP
Action,Activision,E,EU
Sports,Home Entertainment Suppliers,?,Other
Adventure,Deep Silver,T,EU
Action,PQube,T,NA
Sports,Seta Corporation,?,JP
Fighting,Yukes,?,JP
Racing,Ignition Entertainment,?,NA
Puzzle,DreamCatcher Interactive,?,NA
Adventure,5p,?,JP
Role-Playing,Funcom,M,EU
Action,Namco Bandai Games,T,EU
Adventure,Activision,E10+,NA
Action,Avanquest Software,?,EU
Adventure,Konami Digital Entertainment,?,JP
Action,Ubisoft,?,EU
Misc,Ubisoft,?,EU
Fighting,Arc System Works,?,JP
Action,Vivendi Games,T,NA
Adventure,Prototype,?,JP
Shooter,Take-Two Interactive,M,EU
Action,Idea Factory,?,JP
Adventure,Mastertronic,E10+,EU
Adventure,Atlus,?,JP
Action,Konami Digital Entertainment,E,NA
Action,Sega,E,NA
Adventure,Idea Factory,?,JP
Action,Russel,?,JP
Role-Playing,Paradox Interactive,T,Other
Misc,Namco Bandai Games,?,EU
Role-Playing,"Destination Software, Inc",T,NA
Platform,Psygnosis,?,EU
Action,Capcom,T,EU
Action,Capcom,?,JP
Action,Konami Digital Entertainment,?,EU
Platform,Sony Computer Entertainment,?,JP
Sports,Electronic Arts,E10+,NA
Simulation,Konami Digital Entertainment,?,JP
Racing,BAM! Entertainment,?,JP
Role-Playing,NCSoft,T,EU
Action,Activision,E,EU
Misc,Black Bean Games,?,EU
Adventure,Prototype,?,JP
Sports,Ignition Entertainment,?,NA
Strategy,Irem Software Engineering,?,JP
Shooter,Atari,E10+,NA
Sports,Marvelous Interactive,?,JP
Shooter,Electronic Arts,T,JP
Misc,Marvelous Entertainment,?,JP
Adventure,Compile Heart,?,JP
Shooter,Virgin Interactive,?,EU
Adventure,D3Publisher,?,JP
Puzzle,Destineer,E,EU
Simulation,Electronic Arts,E,EU
Platform,Sega,E,EU
Sports,Namco Bandai Games,?,JP
Sports,Electronic Arts,E,NA
Racing,Interplay,?,EU
Strategy,Activision,?,NA
Simulation,Electronic Arts,T,EU
Action,LucasArts,T,EU
Simulation,Lexicon Entertainment,E,NA
Misc,Game Factory,?,NA
Simulation,505 Games,E,NA
Strategy,Microsoft Game Studios,T,EU
Action,Take-Two Interactive,T,EU
Sports,Atari,?,NA
Misc,Zoo Digital Publishing,E,NA
Sports,505 Games,?,EU
Action,Konami Digital Entertainment,M,NA
Strategy,Atari,E,EU
Sports,Black Bean Games,T,EU
Shooter,Electronic Arts,T,EU
Action,Eidos Interactive,E10+,NA
Simulation,Tecmo Koei,?,JP
Simulation,bitComposer Games,T,Other
Misc,D3Publisher,?,JP
Shooter,Groove Games,M,NA
Action,Capcom,M,NA
Role-Playing,Success,T,EU
Platform,Oxygen Interactive,E10+,NA
Role-Playing,DTP Entertainment,M,Other
Fighting,Sega,?,JP
Simulation,Ubisoft,E,NA
Adventure,D3Publisher,?,JP
Simulation,Konami Digital Entertainment,?,JP
Adventure,Idea Factory,?,JP
Puzzle,Unknown,E,NA
Shooter,Capcom,T,EU
Simulation,Zushi Games,E10+,NA
Adventure,Nippon Ichi Software,?,JP
Misc,Tomy Corporation,E,NA
Adventure,Media Works,?,JP
Racing,Metro 3D,E,NA
Action,Spike,?,JP
Adventure,Namco Bandai Games,?,JP
Adventure,Idea Factory,?,JP
Puzzle,Midway Games,?,NA
Simulation,Deep Silver,T,EU
Fighting,SNK,?,EU
Adventure,Idea Factory,?,JP
Action,Prototype,?,JP
Adventure,Imagineer,?,JP
Platform,Majesco Entertainment,E,NA
Platform,Ubisoft,E10+,EU
Sports,Namco Bandai Games,?,JP
Role-Playing,Capcom,?,JP
Sports,Deep Silver,E,NA
Action,Takara Tomy,?,JP
Simulation,Valcon Games,E,NA
Simulation,ArtDink,?,JP
Shooter,Vivendi Games,M,EU
Misc,Asgard,?,JP
Puzzle,Unknown,?,EU
Action,Tecmo Koei,?,JP
Shooter,Electronic Arts,T,EU
Sports,Time Warner Interactive,?,EU
Shooter,BAM! Entertainment,M,EU
Adventure,Kadokawa Games,?,JP
Simulation,City Interactive,?,NA
Racing,Vir2L Studios,E,NA
Action,Sold Out,E,NA
Racing,THQ,E,NA
Action,PQube,T,Other
Adventure,Idea Factory,?,JP
Puzzle,Licensed 4U,E,EU
Action,Activision,?,NA
Adventure,Unknown,T,EU
Role-Playing,Microsoft Game Studios,M,EU
Adventure,Rocket Company,?,JP
Misc,Sega,?,JP
Misc,Paon Corporation,?,JP
Sports,Valcon Games,E,EU
Role-Playing,Marvelous Interactive,?,JP
Shooter,Irem Software Engineering,?,EU
Adventure,Reef Entertainment,?,EU
Simulation,Ubisoft,E,NA
Adventure,Idea Factory,?,JP
Action,Capcom,M,NA
Puzzle,Crave Entertainment,E10+,NA
Action,Namco Bandai Games,?,JP
Misc,D3Publisher,?,JP
Action,Banpresto,?,JP
Strategy,Eidos Interactive,T,EU
Simulation,Broccoli,?,JP
Platform,Popcorn Arcade,E,NA
Fighting,GT Interactive,?,EU
Simulation,Zushi Games,E,NA
Action,Namco Bandai Games,?,JP
Simulation,Ubisoft,T,NA
Adventure,Banpresto,?,JP
Adventure,Kids Station,?,JP
Adventure,ChunSoft,?,JP
Puzzle,CDV Software Entertainment,?,NA
Adventure,Success,?,JP
Sports,Sony Computer Entertainment,?,JP
Racing,Codemasters,E,EU
Strategy,LucasArts,T,EU
Action,Licensed 4U,?,EU
Sports,Black Bean Games,?,EU
Fighting,Sega,?,JP
Misc,Edia,?,JP
Action,Marvelous Entertainment,?,JP
Role-Playing,Atari,M,EU
Action,Idea Factory,?,JP
Adventure,Konami Digital Entertainment,?,JP
Puzzle,Acclaim Entertainment,E,NA
Action,Nippon Ichi Software,?,JP
Racing,Zoo Digital Publishing,?,NA
Adventure,Bigben Interactive,T,NA
Adventure,Prototype,?,JP
Adventure,Idea Factory,?,JP
Racing,Jaleco,?,NA
Simulation,Ubisoft,E,EU
Adventure,5p,?,JP
Racing,Interchannel,E,NA
Action,Tecmo Koei,?,JP
Misc,Victor Interactive,?,JP
Shooter,5p,?,JP
Simulation,Deep Silver,?,EU
Sports,D3Publisher,E,EU
Fighting,Broccoli,?,JP
Simulation,Deep Silver,E,NA
Action,Idea Factory,?,JP
Action,Namco Bandai Games,?,JP
Action,Disney Interactive Studios,?,EU
Shooter,Electronic Arts,?,JP
Action,Electronic Arts,T,EU
Action,Namco Bandai Games,?,JP
Fighting,Metro 3D,T,NA
Adventure,Alchemist,?,JP
Shooter,Global Star,M,NA
Adventure,Reef Entertainment,?,EU
Role-Playing,Unknown,E,NA
Simulation,Konami Digital Entertainment,?,JP
Simulation,Konami Digital Entertainment,?,JP
Shooter,Mastertronic,?,EU
Racing,Zoo Digital Publishing,E,NA
Sports,Konami Digital Entertainment,?,JP
Role-Playing,Compile Heart,T,JP
Action,Marvelous Interactive,?,JP
Action,Namco Bandai Games,?,JP
Sports,Sega,?,JP
Shooter,DreamCatcher Interactive,T,NA
Action,5p,?,JP
Simulation,Capcom,T,NA
Role-Playing,Acquire,?,JP
Simulation,Microsoft Game Studios,E,EU
Sports,Take-Two Interactive,E,EU
Sports,Konami Digital Entertainment,E,NA
Adventure,Idea Factory,?,JP
Racing,Midway Games,T,EU
Racing,Nobilis,E,EU
Fighting,Marvelous Interactive,?,JP
Action,BAM! Entertainment,E,NA
Action,Capcom,E,NA
Strategy,Paradox Interactive,T,NA
Action,Kadokawa Shoten,?,JP
Platform,Midway Games,E,NA
Action,FuRyu,?,JP
Role-Playing,Atari,T,EU
Role-Playing,Falcom Corporation,?,JP
Adventure,Sega,?,JP
Simulation,Ubisoft,T,EU
Simulation,Vivendi Games,T,EU
Puzzle,505 Games,?,NA
Misc,Mastertronic,?,EU
Misc,D3Publisher,?,JP
Action,Tecmo Koei,T,NA
Misc,Ubisoft,?,EU
Fighting,Acclaim Entertainment,?,NA
Misc,Vivendi Games,?,NA
Role-Playing,GOA,T,EU
Strategy,Sony Computer Entertainment,E10+,Other
Strategy,Deep Silver,T,EU
Action,Capcom,T,NA
Strategy,Kalypso Media,T,EU
Action,Zoo Digital Publishing,E10+,NA
Racing,Virgin Interactive,?,EU
Sports,Mastertronic,E,EU
Shooter,Eidos Interactive,M,NA
Strategy,ArtDink,E10+,JP
Action,Tru Blu Entertainment,E,EU
Strategy,Ubisoft,E10+,EU
Racing,Codemasters,E,NA
Racing,GT Interactive,?,EU
Strategy,Midas Interactive Entertainment,E10+,EU
Puzzle,Micro Cabin,?,JP
Shooter,Nintendo,?,JP
Misc,Namco Bandai Games,?,NA
Strategy,Empire Interactive,E,EU
Racing,Genki,?,JP
Action,Namco Bandai Games,?,JP
Adventure,Kadokawa Shoten,?,JP
Adventure,KID,?,JP
Simulation,GSP,E,NA
Adventure,5p,?,JP
Sports,UFO Interactive,E,NA
Puzzle,Focus Home Interactive,?,EU
Strategy,Take-Two Interactive,?,EU
Shooter,Konami Digital Entertainment,E,NA
Platform,Sony Computer Entertainment,?,EU
Role-Playing,Namco Bandai Games,?,JP
Sports,Hudson Soft,?,JP
Adventure,DTP Entertainment,T,EU
Adventure,CyberFront,?,JP
Simulation,Kadokawa Shoten,?,JP
Adventure,Prototype,?,JP
Strategy,JoWood Productions,T,NA
Action,Konami Digital Entertainment,T,NA
Adventure,Idea Factory,?,JP
Misc,Konami Digital Entertainment,?,EU
Action,Avanquest,T,EU
Fighting,Konami Digital Entertainment,?,EU
Adventure,5p,?,JP
Sports,Atari,?,NA
Adventure,Quinrose,?,JP
Adventure,Idea Factory,?,JP
Platform,Ignition Entertainment,E,NA
Role-Playing,Eidos Interactive,?,NA
Adventure,Sweets,?,JP
Role-Playing,Atlus,?,NA
Puzzle,Activision,?,EU
Simulation,Avanquest,?,EU
Strategy,Vivendi Games,E,EU
Action,Funbox Media,?,EU
Sports,Takara Tomy,?,JP
Puzzle,PopCap Games,E,NA
Adventure,5p,?,JP
Shooter,Vivendi Games,E,NA
Misc,7G//AMES,?,EU
Adventure,D3Publisher,?,JP
Adventure,Alchemist,?,JP
Adventure,DreamCatcher Interactive,E,NA
Role-Playing,ArtDink,?,JP
Strategy,Kadokawa Shoten,?,JP
Racing,Empire Interactive,E,NA
Puzzle,Mumbo Jumbo,E,NA
Misc,Success,?,EU
Action,Konami Digital Entertainment,?,JP
Racing,Zoo Games,E,NA
Strategy,Atari,T,EU
Shooter,Neko Entertainment,E10+,NA
Sports,Avanquest,?,EU
Strategy,Unknown,?,EU
Strategy,Paradox Interactive,E10+,EU
Adventure,Marvelous Interactive,?,JP
Action,Tecmo Koei,?,JP
Strategy,Gamecock,T,EU
Adventure,5p,?,JP
Role-Playing,Atlus,?,NA
Strategy,Namco Bandai Games,E10+,NA
Puzzle,Rondomedia,?,EU
Platform,Unknown,E,NA
Puzzle,Storm City Games,?,NA
Adventure,Sega,?,JP
Role-Playing,Atlus,E,NA
Adventure,Namco Bandai Games,E,EU
Adventure,Media Works,?,JP
Misc,D3Publisher,?,JP
Simulation,Focus Home Interactive,E,EU
Action,Tecmo Koei,?,JP
Action,Unknown,?,JP
Sports,Konami Digital Entertainment,?,EU
Role-Playing,King Records,?,JP
Action,Namco Bandai Games,?,JP
Sports,Activision,E,EU
Role-Playing,Atari,T,EU
Puzzle,Deep Silver,E,NA
Adventure,Nippon Ichi Software,?,JP
Misc,Activision,T,NA
Adventure,FuRyu,?,JP
Simulation,Electronic Arts,E10+,EU
Misc,Ubisoft,E10+,NA
Action,Konami Digital Entertainment,?,JP
Fighting,Yukes,?,JP
Strategy,New World Computing,?,NA
Action,Activision,?,EU
Puzzle,Rising Star Games,E10+,NA
Role-Playing,Rising Star Games,?,JP
Shooter,JVC,E,EU
Simulation,Masque Publishing,?,NA
Shooter,Ubisoft,M,EU
Role-Playing,Marvelous Interactive,?,JP
Racing,Codemasters,E,EU
Adventure,Minato Station,?,JP
Sports,THQ,T,NA
Strategy,Kalypso Media,T,EU
Misc,Paon,?,JP
Role-Playing,Ubisoft,?,JP
Action,Deep Silver,T,NA
Misc,Tecmo Koei,?,JP
Adventure,Tecmo Koei,?,JP
Racing,Zushi Games,E,NA
Shooter,Ubisoft,M,EU
Adventure,Konami Digital Entertainment,?,JP
Action,Kalypso Media,E,EU
Puzzle,DTP Entertainment,E,EU
Adventure,ASCII Media Works,?,JP
Shooter,Mastertronic,?,EU
Adventure,Interchannel,?,JP
Adventure,Tecmo Koei,?,JP
Action,Crave Entertainment,?,EU
Simulation,Graphsim Entertainment,T,EU
Simulation,Tecmo Koei,?,JP
Misc,Sony Computer Entertainment,?,JP
Role-Playing,Falcom Corporation,T,JP
Role-Playing,Banpresto,E10+,NA
Fighting,Ignition Entertainment,T,NA
Adventure,5p,?,JP
Misc,Zenrin,?,JP
Sports,Atlus,E,NA
Adventure,ValuSoft,?,NA
Action,Game Factory,E,NA
Adventure,Idea Factory,?,JP
Adventure,Comfort,?,JP
Role-Playing,Takara,?,JP
Sports,Namco Bandai Games,?,JP
Action,FuRyu,?,JP
Action,Activision,E10+,NA
Racing,Metro 3D,E,NA
Adventure,ASCII Media Works,?,JP
Misc,Tommo,E,NA
Adventure,Idea Factory,?,JP
Action,505 Games,M,EU
Adventure,Reef Entertainment,?,EU
Puzzle,Focus Home Interactive,E,EU
Sports,Midway Games,E,NA
Action,FuRyu Corporation,M,NA
Racing,Atari,E,EU
Racing,Midway Games,?,NA
Action,Atari,?,EU
Action,Little Orbit,E,NA
Fighting,Namco Bandai Games,?,EU
Racing,Namco Bandai Games,E,EU
Action,Activision,E10+,EU
Puzzle,Easy Interactive,?,EU
Adventure,Marvelous Games,?,JP
Misc,Sega,?,JP
Puzzle,505 Games,?,NA
Fighting,Capcom,T,EU
Adventure,Spike,?,JP
Adventure,Activision,?,JP
Strategy,CDV Software Entertainment,?,EU
Shooter,THQ,T,EU
Shooter,Evolved Games,T,NA
Misc,D3Publisher,?,JP
Sports,Ubisoft,E,EU
Sports,Midway Games,E,NA
Strategy,Ubisoft,T,EU
Adventure,Idea Factory,?,JP
Strategy,Tecmo Koei,?,JP
Shooter,Eidos Interactive,T,NA
Role-Playing,Mercury Games,?,JP
Fighting,Virgin Interactive,?,EU
Puzzle,Hudson Entertainment,?,JP
Adventure,Take-Two Interactive,E10+,NA
Sports,Konami Digital Entertainment,T,EU
Misc,Sega,?,JP
Misc,Aspyr,T,NA
Role-Playing,Experience Inc.,?,JP
Role-Playing,Nippon Ichi Software,?,JP
Puzzle,Compile,?,JP
Shooter,Electronic Arts,E10+,EU
Racing,Atari,T,EU
Racing,Codemasters,E,EU
Adventure,Marvelous Interactive,?,JP
Action,Konami Digital Entertainment,?,NA
Adventure,SNK Playmore,?,JP
Shooter,Namco Bandai Games,T,JP
Simulation,Kadokawa Games,?,JP
Simulation,Atari,E,EU
Adventure,Unknown,?,JP
Puzzle,Crave Entertainment,?,EU
Misc,TDK Mediactive,E,NA
Action,D3Publisher,?,JP
Shooter,Gaga,?,JP
Shooter,UFO,E10+,NA
Adventure,Ubisoft,T,EU
Action,Idea Factory,?,JP
Action,Tecmo Koei,?,JP
Misc,Yamasa Entertainment,?,JP
Simulation,Deep Silver,E,NA
Misc,Plenty,?,JP
Adventure,Quinrose,?,JP
Racing,Rondomedia,?,EU
Shooter,Global Star,M,NA
Misc,Deep Silver,?,EU
Misc,Irem Software Engineering,?,JP
Shooter,Electronic Arts,M,EU
Shooter,Devolver Digital,?,EU
Action,Microids,T,NA
Simulation,Natsume,E10+,NA
Adventure,Alchemist,?,JP
Adventure,Princess Soft,?,JP
Shooter,Midway Games,M,EU
Misc,Sega,?,JP
Sports,Destineer,?,NA
Adventure,Zoo Games,E,NA
Puzzle,P2 Games,E,NA
Platform,Atlus,E10+,NA
Sports,CTO SpA,?,EU
Sports,Tecmo Koei,?,JP
Action,Tecmo Koei,T,JP
Strategy,Blue Byte,?,EU
Adventure,Alchemist,?,JP
Action,Idea Factory,?,JP
Strategy,Broccoli,?,JP
Adventure,Idea Factory,?,JP
Adventure,Alchemist,?,JP
Fighting,Sega,T,NA
Action,Capcom,?,EU
Role-Playing,Paradox Interactive,?,EU
Adventure,Idea Factory,?,JP
Sports,Konami Digital Entertainment,?,JP
Adventure,Indie Games,M,EU
Adventure,Alchemist,?,JP
Role-Playing,FuRyu,?,JP
Adventure,Daedalic,?,EU
Action,BAM! Entertainment,E,NA
Racing,Codemasters,E,EU
Strategy,Deep Silver,E,NA
Action,Views,?,JP
Puzzle,505 Games,E,NA
Puzzle,Sega,?,JP
Simulation,505 Games,E10+,NA
Adventure,Blast! Entertainment Ltd,E,NA
Action,Namco Bandai Games,?,JP
Action,Capcom,?,JP
Shooter,Mastiff,T,NA
Adventure,Compile Heart,?,JP
Adventure,KID,?,JP
Role-Playing,Unknown,E10+,NA
Adventure,Sony Computer Entertainment,?,JP
Misc,Square Enix,?,JP
Racing,Capcom,E,NA
Shooter,Midas Interactive Entertainment,?,EU
Strategy,Deep Silver,E,NA
Sports,Nintendo,?,JP
Action,Sony Computer Entertainment,?,EU
Adventure,DTP Entertainment,T,EU
Strategy,Sega,?,JP
Platform,Destineer,E10+,NA
Action,Disney Interactive Studios,E10+,NA
Simulation,Unknown,E,EU
Adventure,Atari,M,EU
Action,Alternative Software,?,EU
Shooter,Atari,T,NA
Strategy,Codemasters,T,EU
Misc,Focus Multimedia,?,EU
Action,Konami Digital Entertainment,?,JP
Sports,Sega,?,JP
Fighting,Sunsoft,?,JP
Shooter,Jack of All Games,E,NA
Sports,Zoo Digital Publishing,E10+,NA
Shooter,Activision,M,EU
Sports,Electronic Arts,E,EU
Racing,Acclaim Entertainment,?,NA
Strategy,Paradox Interactive,T,NA
Strategy,Atlus,?,JP
Adventure,Alchemist,?,JP
Strategy,Electronic Arts,?,EU
Strategy,Electronic Arts,T,EU
Action,Minato Station,?,JP
Racing,Konami Digital Entertainment,T,EU
Adventure,Idea Factory,?,JP
Adventure,Unknown,E10+,EU
Simulation,fonfun,?,JP
Racing,Acclaim Entertainment,T,NA
Shooter,Take-Two Interactive,M,EU
Misc,Empire Interactive,T,EU
Simulation,Electronic Arts,?,EU
Misc,PlayV,?,EU
Shooter,Zoo Digital Publishing,T,NA
Adventure,Idea Factory,?,JP
Shooter,505 Games,M,EU
Misc,Takara Tomy,?,JP
Adventure,Eidos Interactive,?,EU
Sports,Rising Star Games,E,NA
Misc,Benesse,?,JP
Adventure,Idea Factory,?,JP
Misc,Namco Bandai Games,?,JP
Puzzle,Sega,?,NA
Adventure,Idea Factory,?,JP
Adventure,dramatic create,?,JP
Misc,Sonnet,?,JP
Action,Tecmo Koei,?,JP
Adventure,Princess Soft,?,JP
Strategy,Vivendi Games,E,EU
Adventure,Telltale Games,?,NA
Racing,Deep Silver,T,NA
Adventure,Idea Factory,?,JP
Strategy,Square Enix,T,EU
Action,Arc System Works,?,JP
Role-Playing,Nippon Ichi Software,T,JP
Platform,TDK Mediactive,E,NA
Adventure,Broccoli,?,JP
Adventure,NetRevo,?,JP
Adventure,Prototype,?,JP
Racing,Vivendi Games,?,EU
Role-Playing,Encore,T,EU
Role-Playing,Konami Digital Entertainment,?,JP
Strategy,Electronic Arts,?,EU
Adventure,dramatic create,?,JP
Role-Playing,Deep Silver,M,EU
Adventure,Coconuts Japan,?,EU
Adventure,5p,?,JP
Strategy,JoWood Productions,T,EU
Misc,Tecmo Koei,?,JP
Strategy,Storm City Games,E10+,NA
Racing,XS Games,E,EU
Role-Playing,Capcom,?,JP
Fighting,SNK Playmore,T,NA
Role-Playing,DTP Entertainment,M,EU
Adventure,Sony Computer Entertainment,?,EU
Adventure,Marvelous Interactive,?,JP
Action,Licensed 4U,?,EU
Racing,Ubisoft,?,EU
Action,Square Enix,T,EU
Action,Majesco Entertainment,?,NA
Adventure,Idea Factory,?,JP
Misc,505 Games,T,NA
Sports,Aspyr,E,EU
Action,Takara,?,JP
Adventure,D3Publisher,?,JP
Action,Konami Digital Entertainment,M,EU
Action,Unknown,?,JP
Misc,Majesco Entertainment,?,EU
Simulation,Marvelous Interactive,?,JP
Platform,Activision,T,NA
Role-Playing,Starfish,?,JP
Shooter,Lexicon Entertainment,E10+,NA
Adventure,Alchemist,?,JP
Role-Playing,Ubisoft,M,EU
Fighting,Marvelous Interactive,?,JP
Shooter,Alchemist,?,JP
Adventure,Idea Factory,?,JP
Role-Playing,Konami Digital Entertainment,?,EU
Adventure,Idea Factory,?,JP
Action,Idea Factory,?,JP
Fighting,Yeti,?,JP
Adventure,Namco Bandai Games,?,JP
Action,Tecmo Koei,?,JP
Adventure,Quintet,?,JP
Action,Activision,T,EU
Action,Namco Bandai Games,?,JP
Sports,Unknown,E,EU
Shooter,Phoenix Games,E10+,NA
Platform,Atari,E,NA
Action,Idea Factory,?,JP
Adventure,Aksys Games,T,NA
Simulation,Unknown,?,EU
Action,Sega,M,NA
Action,D3Publisher,?,JP
Puzzle,Rising Star Games,E,EU
Fighting,Namco Bandai Games,?,JP
Strategy,Iceberg Interactive,?,EU
Action,FuRyu Corporation,E10+,NA
Adventure,Alchemist,?,JP
Sports,Mumbo Jumbo,E,NA
Misc,Dorart,?,JP
Platform,THQ,E,EU
Sports,DTP Entertainment,?,EU
Role-Playing,Codemasters Online,T,EU
Racing,"Destination Software, Inc",E,EU
Shooter,Kemco,M,NA
Racing,Storm City Games,E,NA
Strategy,Sega,M,EU
Adventure,Arc System Works,?,JP
Simulation,Konami Digital Entertainment,?,JP
Role-Playing,FuRyu,?,JP
Action,Sega,?,JP
Adventure,Namco Bandai Games,?,JP
Racing,System 3 Arcade Software,?,EU
Puzzle,Mindscape,?,NA
Adventure,Microids,?,EU
Simulation,MTO,?,JP
Sports,Athena,?,NA
Shooter,DreamCatcher Interactive,M,EU
Action,Microsoft Game Studios,M,EU
Platform,Jack of All Games,E,NA
Strategy,Namco Bandai Games,?,JP
Adventure,5p,?,JP
Adventure,Ubisoft,?,EU
Adventure,Quinrose,?,JP
Role-Playing,Square Enix,?,JP
Platform,Natsume,E10+,EU
Adventure,Destineer,E,NA
Strategy,CDV Software Entertainment,T,EU
Sports,Blast! Entertainment Ltd,E,NA
Action,Avanquest,?,EU
Action,Virgin Interactive,?,EU
Sports,O-Games,?,EU
Puzzle,Eidos Interactive,E,EU
Action,Sega,?,JP
Role-Playing,Starfish,?,JP
Misc,Sony Computer Entertainment,?,JP
Misc,Happinet,?,JP
Racing,Acclaim Entertainment,T,NA
Adventure,Broccoli,?,JP
Adventure,Namco Bandai Games,?,JP
Action,D3Publisher,?,JP
Role-Playing,Starfish,?,JP
Misc,Sega,?,JP
Adventure,Idea Factory,?,JP
Action,Namco Bandai Games,?,JP
Simulation,Marvelous Interactive,?,JP
Simulation,Unknown,?,EU
Action,Comfort,?,JP
Role-Playing,Falcom Corporation,?,JP
Racing,Take-Two Interactive,T,NA
Sports,Tecmo Koei,?,JP
Sports,Konami Digital Entertainment,E,NA
Action,Russel,?,JP
Adventure,D3Publisher,?,JP
Fighting,Tecmo Koei,M,JP
Role-Playing,Electronic Arts,M,EU
Adventure,D3Publisher,?,JP
Action,Namco Bandai Games,E10+,EU
Action,Atari,?,EU
Simulation,Konami Digital Entertainment,?,JP
Puzzle,Destineer,E,NA
Sports,Atari,E,EU
Misc,DTP Entertainment,?,EU
Racing,Codemasters,E10+,EU
Simulation,Electronic Arts,T,EU
Adventure,Revolution Software,T,EU
Action,FuRyu Corporation,E10+,NA
Adventure,5p,?,JP
Role-Playing,Falcom Corporation,?,JP
Action,Nordic Games,E10+,NA
Adventure,Kadokawa Shoten,?,JP
Misc,Mastiff,T,NA
Platform,Evolved Games,T,EU
Misc,Namco Bandai Games,?,JP
Simulation,Electronic Arts,E,EU
Strategy,Zushi Games,?,NA
Role-Playing,Sega,?,JP
Action,Namco Bandai Games,?,JP
Misc,Ubisoft,E10+,NA
Simulation,Aerosoft,?,EU
Simulation,Tecmo Koei,?,JP
Action,Arc System Works,?,JP
Simulation,DSI Games,E10+,NA
Role-Playing,Nippon Ichi Software,T,JP
Puzzle,Activision,?,NA
Adventure,Focus Home Interactive,?,EU
Simulation,Alternative Software,?,EU
Action,UFO Interactive,E,NA
Action,Namco Bandai Games,?,JP
Misc,Avanquest Software,?,EU
Role-Playing,Paradox Interactive,?,EU
Role-Playing,Victor Interactive,E,EU
Racing,Namco Bandai Games,T,EU
Adventure,Nobilis,M,EU
Adventure,D3Publisher,?,JP
Fighting,Atari,T,NA
Adventure,5p,?,JP
Sports,XS Games,E,NA
Action,Zushi Games,E,EU
Action,Arc System Works,?,JP
Role-Playing,Sony Computer Entertainment,?,JP
Action,5p,?,JP
Adventure,Prototype,?,JP
Adventure,Alchemist,?,JP
Action,Inti Creates,T,JP
Action,Namco Bandai Games,?,JP
Sports,Sega,?,JP
Action,Compile Heart,?,JP
Action,D3Publisher,?,JP
Sports,Psygnosis,?,EU
Racing,Konami Digital Entertainment,?,JP
Fighting,Namco Bandai Games,?,JP
Misc,Namco Bandai Games,?,JP
Action,Eidos Interactive,E10+,EU
Puzzle,System 3 Arcade Software,E,NA
Simulation,Imageworks,?,JP
Adventure,CyberFront,?,JP
Puzzle,Zoo Digital Publishing,E,NA
Shooter,Activision,?,NA
Shooter,UFO Interactive,E,NA
Action,Ubisoft,M,NA
Puzzle,Focus Multimedia,?,EU
Strategy,Unknown,?,EU
Role-Playing,Paradox Interactive,?,EU
Adventure,Success,?,JP
Strategy,Titus,E,EU
Sports,Sega,E,EU
Platform,Global Star,E10+,NA
Adventure,Kadokawa Games,?,JP
Role-Playing,Hudson Soft,?,JP
Racing,Acclaim Entertainment,E,NA
Adventure,Idea Factory,?,JP
Sports,Konami Digital Entertainment,E,NA
Shooter,Electronic Arts,M,EU
Simulation,Electronic Arts,T,EU
Misc,Karin Entertainment,?,JP
Action,Namco Bandai Games,?,JP
Simulation,DreamCatcher Interactive,?,NA
Strategy,Infogrames,T,EU
Adventure,Rondomedia,M,EU
Fighting,Marvelous Interactive,?,JP
Shooter,Cave,?,JP
Action,Ubisoft,T,EU
Shooter,Gathering of Developers,T,EU
Strategy,Iceberg Interactive,?,EU
Adventure,Broccoli,?,JP
Shooter,Namco Bandai Games,T,EU
Action,Cave,?,JP
Misc,AQ Interactive,?,JP
Action,Idea Factory,?,JP
Shooter,Alchemist,?,JP
Role-Playing,Spike,?,JP
Adventure,Activision,E10+,NA
Role-Playing,Namco Bandai Games,?,JP
Puzzle,Midas Interactive Entertainment,?,EU
Racing,Nordic Games,E,EU
Role-Playing,Paradox Interactive,M,EU
Simulation,Hamster Corporation,?,JP
Action,Ubisoft,T,NA
Misc,Disney Interactive Studios,E,NA
Adventure,Focus Home Interactive,M,EU
Misc,THQ,E,EU
Shooter,Empire Interactive,M,EU
Action,dramatic create,?,JP
Adventure,Kadokawa Shoten,?,JP
Misc,Avanquest Software,?,EU
Action,Konami Digital Entertainment,?,NA
Adventure,5p,?,JP
Action,Disney Interactive Studios,?,NA
Sports,Destineer,?,NA
